HIP,RAhms,DEdms,Vmag,Plx,SpType,BV
68745,14 04 18.66,+40 21 00.8,10.76,29.75,K6,1.577
68749,14 04 20.14,+25 19 48.5,11.57,3.3,G0,0.639
68751,14 04 21.48,+23 06 30.8,10.42,7.06,F8,0.5770000000000001
68755,14 04 23.21,-03 28 01.9,10.36,14.81,K0,0.892
68764,14 04 27.35,+26 36 06.1,10.11,7.18,F8,0.568
68768,14 04 30.96,+68 01 23.4,10.14,2.87,A2,0.213
68769,14 04 31.38,+39 12 47.6,10.69,-0.61,G2III,0.64
68778,14 04 39.10,+54 51 58.3,10.59,10.23,G5,0.897
68795,14 04 57.20,-40 56 00.7,10.8,-1.17,,
68836,14 05 41.90,-49 09 45.9,10.28,7.41,G0,0.654
68849,14 05 55.23,+13 14 08.6,11.16,4.95,F0,0.335
68859,14 06 01.90,+08 30 07.2,10.21,0.55,F8,0.34
68871,14 06 10.52,-48 05 27.1,11.1,-1.8,,0.519
68875,14 06 11.97,-55 36 27.2,10.27,6.21,G0,0.47
68883,14 06 14.93,+07 22 26.6,11.27,2.57,G0,0.6990000000000001
68885,14 06 16.16,+50 30 17.4,11.14,5.13,A7,0.249
68889,14 06 17.85,+03 14 08.5,10.29,22.6,M0,1.177
68900,14 06 24.40,-16 12 45.3,10.06,22.81,K3V,1.023
68907,14 06 27.89,+38 25 16.3,10.69,-0.89,,0.518
68908,14 06 27.99,+37 49 41.6,10.68,1.15,F2III,0.35200000000000004
68910,14 06 29.09,-50 31 48.3,10.75,-0.23,F0,0.34
68911,14 06 29.48,+05 13 58.1,10.3,4.12,F8,0.47100000000000003
68912,14 06 29.53,+40 51 44.1,10.26,1.43,K0,0.909
68928,14 06 40.34,+28 29 02.5,10.71,0.9,,0.97
68931,14 06 41.25,-30 16 00.5,10.62,4.37,F5,0.40700000000000003
68939,14 06 42.02,+15 24 23.2,10.81,1.9,G5,0.625
68941,14 06 43.89,+43 02 54.0,10.24,3.04,M0,1.5519999999999998
68946,14 06 48.37,+14 46 49.7,10.5,0.07,G0,0.35100000000000003
68951,14 06 53.88,+06 09 56.5,10.62,5.69,G0,0.608
68957,14 06 57.28,+20 11 59.0,10.23,5.43,G0,1.45
68974,14 07 16.00,+25 05 29.6,10.26,3.29,F8,0.504
68976,14 07 16.15,-46 11 36.3,10.28,4.59,G0,0.59
69004,14 07 37.23,+71 45 42.9,10.35,3.54,F5,0.59
69016,14 07 42.75,+04 01 50.4,10.87,2.27,G0,0.617
69024,14 07 49.97,+28 32 43.1,11.3,-2.0,,
69028,14 07 52.08,+19 57 57.2,11.17,24.26,K4,1.4469999999999998
69031,14 07 52.84,-02 06 45.1,10.24,0.7,F8,0.354
69046,14 07 59.43,+39 14 32.8,10.58,14.4,K2V,0.879
69049,14 08 01.00,-50 40 52.8,10.84,5.6,F0,0.56
69050,14 08 01.64,+45 32 32.5,10.6,17.19,K5,1.567
69057,14 08 06.62,-47 17 49.0,10.61,1.31,F2,0.38
69064,14 08 12.22,+80 35 55.0,10.31,60.4,M2,1.379
69077,14 08 21.74,+23 29 16.1,10.39,9.62,F8,0.737
69084,14 08 25.24,+24 32 47.9,11.68,3.36,G0,0.639
69091,14 08 28.21,+18 51 32.2,10.23,4.57,K0,1.01
69109,14 08 50.21,+04 32 27.5,11.07,23.4,K5:,1.147
69115,14 08 52.42,-49 19 14.4,10.9,3.68,F5,0.56
69135,14 09 08.39,+32 54 19.8,11.25,17.31,,
69139,14 09 10.03,-30 13 57.1,10.65,3.75,Gp,0.7809999999999999
69148,14 09 20.00,-51 30 02.2,10.63,2.35,F0,0.47200000000000003
69150,14 09 21.33,+76 02 31.6,10.36,11.55,G5,0.877
69163,14 09 27.49,-30 55 47.2,11.81,26.49,,1.5
69167,14 09 30.26,+64 58 08.8,11.97,10.25,,
69168,14 09 30.43,-20 36 55.3,11.19,19.97,,1.2690000000000001
69205,14 10 07.56,+06 21 27.0,10.16,8.58,G0,0.47600000000000003
69231,14 10 27.11,+33 59 34.6,10.73,5.96,,0.685
69232,14 10 27.28,-13 56 00.3,10.67,6.8,F7,0.605
69235,14 10 28.57,+04 59 54.0,11.06,6.4,G0,0.62
69249,14 10 34.50,-28 26 25.4,11.23,21.02,,1.25
69250,14 10 35.34,+56 56 35.6,10.47,3.92,F5,0.392
69257,14 10 41.62,-44 38 08.3,10.66,2.45,G5,0.64
69266,14 10 48.87,+53 23 49.0,10.05,2.18,M0,1.565
69278,14 10 54.67,-48 44 18.8,10.07,3.83,F2,0.365
69285,14 10 57.68,-31 17 26.3,10.77,58.18,,
69292,14 11 00.14,-41 55 38.4,12.32,-4.28,Gp...,
69301,14 11 04.36,+09 46 53.2,10.77,15.21,K2,0.85
69303,14 11 05.52,+73 20 50.4,10.31,33.01,K8,1.26
69304,14 11 07.57,+36 27 47.0,10.12,5.72,G0V,0.55
69311,14 11 12.80,+43 06 23.3,10.03,28.26,,1.172
69333,14 11 24.51,+30 05 03.5,10.31,19.8,K6:,1.173
69342,14 11 31.87,+50 07 04.2,11.5,-0.16,,-0.129
69345,14 11 34.31,+26 11 43.4,10.46,22.05,M0,1.16
69359,14 11 48.31,+09 27 44.0,10.59,19.54,K5,1.0859999999999999
69367,14 11 57.55,-41 50 37.1,10.64,2.51,,1.051
69368,14 11 59.04,-49 54 32.4,10.61,5.31,F2,0.37
69380,14 12 09.95,-77 05 30.4,10.26,2.47,A0V,0.04
69391,14 12 18.04,+11 37 14.0,11.46,13.13,M2,1.181
69412,14 12 42.38,+22 32 48.4,10.54,2.74,F8,0.574
69445,14 13 03.53,-65 26 52.7,12.07,2.64,WN4.5,
69446,14 13 03.95,+59 01 44.2,10.97,15.14,K8,1.595
69448,14 13 09.17,-50 03 51.5,10.65,4.55,F5,0.426
69454,14 13 12.50,-56 44 33.0,10.2,85.02,M2V:,1.5
69468,14 13 19.74,+08 36 40.4,10.83,4.97,,0.71
69477,14 13 25.63,+23 54 03.7,10.53,6.97,G0,0.562
69478,14 13 26.34,+17 32 03.6,11.04,5.38,F5,0.494
69485,14 13 31.13,-06 57 33.5,10.15,51.06,M0,1.4180000000000001
69499,14 13 42.63,+00 16 21.2,10.03,6.54,F8,0.64
69514,14 13 48.83,+30 59 27.4,10.1,17.21,M0,1.03
69529,14 14 01.72,-00 13 56.5,10.32,4.55,F5,0.5
69532,14 14 03.50,-51 20 38.1,10.32,8.84,G5,0.6
69554,14 14 14.98,+38 19 58.3,10.79,6.16,G5III,0.723
69562,14 14 21.48,-15 21 20.2,10.39,37.76,K4V,1.27
69573,14 14 29.27,+45 56 33.6,11.59,3.47,,
69578,14 14 30.75,-61 47 57.9,12.1,64.68,,
69609,14 14 46.40,-50 59 02.3,10.51,0.08,F8,0.46
69616,14 14 54.77,+47 35 40.5,10.51,5.06,K0,0.825
69629,14 15 02.14,+24 40 19.9,10.63,4.05,F8,0.574
69644,14 15 14.43,-37 06 01.1,10.67,0.88,Gp,0.9279999999999999
69668,14 15 36.30,-50 53 03.8,10.07,14.97,G8III/IV,0.856
69669,14 15 37.77,+15 08 50.8,11.05,10.84,,0.9520000000000001
69696,14 15 58.25,-23 52 57.3,10.68,13.77,,0.8340000000000001
69705,14 16 03.25,+00 16 22.6,10.28,5.54,F8,0.55
69706,14 16 03.74,-51 28 23.3,10.37,1.65,F5,0.574
69728,14 16 21.46,-52 08 13.5,10.7,6.88,G5,0.77
69755,14 16 33.77,-43 16 39.2,11.94,0.46,,
69759,14 16 36.58,+42 21 36.0,11.03,-0.5,A9,0.204
69767,14 16 41.01,+67 20 46.0,11.07,23.57,,1.3
69770,14 16 43.83,-36 08 54.5,10.34,9.97,G5,0.722
69784,14 17 01.12,+29 56 09.8,10.71,0.54,,0.05
69786,14 17 01.67,+24 29 50.0,10.29,10.39,G0,0.7709999999999999
69787,14 17 02.12,+35 28 08.0,10.57,15.93,K5III,0.925
69788,14 17 02.35,+03 05 09.9,10.63,2.68,G5,1.112
69799,14 17 06.22,-48 10 06.3,10.14,8.06,F2,0.405
69819,14 17 21.14,+32 44 46.0,11.37,10.17,M0,1.16
69820,14 17 21.53,+10 34 55.1,10.18,-0.93,F5,0.574
69824,14 17 24.35,+45 26 40.3,10.19,53.64,M0,1.391
69826,14 17 26.03,+12 34 03.9,10.57,3.44,G5,0.8079999999999999
69836,14 17 32.77,+16 42 00.0,10.04,4.38,F8,0.634
69844,14 17 39.19,-20 45 21.5,10.27,-11.81,,0.397
69860,14 17 47.88,+21 26 03.1,11.58,22.77,,
69866,14 17 50.30,-01 04 44.6,10.45,6.21,F8,0.71
69885,14 18 07.33,+36 02 57.0,10.92,8.08,K0,0.722
69893,14 18 12.29,+12 44 31.7,10.57,14.24,K3,0.88
69903,14 18 23.67,+16 37 44.0,10.35,12.37,,0.9620000000000001
69911,14 18 26.97,-00 06 54.2,10.56,5.29,G0,0.7020000000000001
69913,14 18 28.70,+29 28 01.2,10.36,19.59,,0.98
69924,14 18 36.09,+36 05 22.8,10.1,15.06,K1III,0.746
69937,14 18 44.34,-65 02 36.5,10.12,1.35,A1IV,0.207
69940,14 18 45.78,+20 30 56.0,10.77,6.5,F8,0.574
69963,14 18 59.57,+38 38 28.4,11.51,26.9,M:,1.39
69985,14 19 14.25,+24 19 53.3,11.65,18.28,,
69999,14 19 26.16,+27 17 26.8,10.36,23.61,K4,1.08
70008,14 19 29.41,+06 22 43.6,10.06,2.53,,1.033
70010,14 19 30.00,+02 34 32.4,10.24,2.02,F8,0.5479999999999999
70017,14 19 35.74,+34 35 06.2,10.23,12.27,K2III,0.934
70023,14 19 42.88,+14 13 25.8,10.95,-1.43,G0,0.601
70030,14 19 47.88,+50 15 28.8,10.63,2.02,F2,0.40399999999999997
70049,14 20 08.21,-11 03 29.9,10.1,23.47,K3V,0.975
70063,14 20 16.53,+08 17 09.7,11.56,6.78,,
70072,14 20 20.82,-34 21 29.2,11.04,4.13,Gp...,
70079,14 20 28.21,-44 31 56.3,14.08,-20.09,,
70085,14 20 31.34,+20 10 45.7,10.89,4.18,G0,0.42700000000000005
70099,14 20 38.90,-30 03 39.8,11.58,-2.59,Gp,
70100,14 20 40.03,-23 23 41.4,10.51,14.25,K0/K1V:,1.006
70114,14 20 49.56,-42 15 16.8,11.99,-26.51,,
70116,14 20 50.16,-38 34 38.5,11.62,5.41,,0.5429999999999999
70122,14 20 52.99,+18 01 02.4,10.44,2.82,F0,0.271
70136,14 21 04.94,+00 31 07.1,11.0,16.9,K7V,
70152,14 21 14.33,+08 58 17.9,10.6,15.13,K0,0.9690000000000001
70157,14 21 17.42,-51 21 42.3,10.31,16.92,G5,0.945
70158,14 21 17.72,+05 36 35.4,10.64,-1.53,G0,1.028
70178,14 21 30.00,+21 14 45.0,10.03,14.06,G5,0.809
70185,14 21 34.63,-16 15 30.5,13.45,6.52,,
70192,14 21 38.83,+71 27 37.2,10.01,3.12,F0,0.309
70205,14 21 49.91,-27 01 21.7,11.54,19.76,,
70209,14 21 51.53,+03 54 33.9,11.16,7.83,M2e-M4e,1.5
70211,14 21 53.98,+58 25 03.6,11.91,7.58,,
70214,14 21 54.91,-36 09 21.6,10.11,11.51,,0.675
70231,14 22 06.00,-29 55 32.5,10.12,-7.87,G5,1.122
70232,14 22 11.25,+05 30 26.8,11.03,2.8,F8,0.5760000000000001
70255,14 22 30.16,+65 35 08.1,10.34,20.13,,1.188
70304,14 23 04.80,+63 59 35.3,10.09,13.34,,0.875
70308,14 23 06.30,-68 22 55.5,10.25,42.29,M1V:,1.429
70318,14 23 12.36,-34 24 25.8,10.1,4.46,G3/G5V,0.792
70342,14 23 30.80,+06 25 08.2,10.19,0.88,G5,0.91
70364,14 23 48.73,+00 53 19.1,10.43,7.83,F8,0.66
70373,14 23 53.45,+19 03 32.7,11.03,2.04,F2,0.40399999999999997
70395,14 24 08.54,-05 25 59.2,10.83,9.53,,0.713
70413,14 24 17.94,+14 42 18.6,10.6,3.92,F5,0.35100000000000003
70417,14 24 22.09,-35 20 28.2,11.89,2.91,,1.1740000000000002
70421,14 24 23.18,+63 20 43.5,10.4,5.03,G0,0.516
70430,14 24 28.25,+16 51 11.7,10.51,5.32,G0,0.505
70444,14 24 38.13,-61 34 08.5,10.96,-4.31,,0.386
70464,14 24 47.17,+12 30 30.1,11.01,1.73,G5,0.473
70472,14 24 50.13,-17 27 08.8,10.71,30.13,,1.2570000000000001
70475,14 24 55.66,+08 53 14.0,12.23,69.73,M:,1.6130000000000002
70487,14 25 03.46,+49 14 38.1,10.75,16.04,,1.119
70495,14 25 08.62,-32 01 32.6,10.07,8.13,G2/G3V,0.574
70505,14 25 20.87,-51 03 55.7,10.16,1.57,F5,0.526
70527,14 25 38.55,+09 44 07.1,10.08,4.85,G0,0.617
70560,14 26 00.15,+34 22 16.6,10.26,16.96,K0,0.8140000000000001
70578,14 26 11.60,+35 04 01.8,11.25,5.2,G4III,0.5329999999999999
70582,14 26 15.71,+01 52 08.0,10.07,4.4,F8,0.61
70587,14 26 19.91,-51 44 17.9,11.54,2.74,,
70589,14 26 21.06,-51 44 29.0,10.78,6.16,F0,0.28
70595,14 26 22.64,+00 09 04.4,10.45,4.57,G0,0.68
70617,14 26 42.24,+45 27 22.8,10.06,1.25,K0,1.158
70658,14 27 07.11,+24 57 34.0,11.51,5.7,G0,0.639
70660,14 27 11.09,+00 33 38.6,10.27,4.55,F5,0.45
70670,14 27 16.64,-49 02 15.5,10.62,3.87,G0,0.586
70702,14 27 39.08,-00 54 05.6,11.68,-2.89,A7,
70715,14 27 45.32,+23 50 26.4,10.93,22.67,M0,1.238
70722,14 27 48.13,-50 00 13.9,10.65,8.82,F5,0.799
70750,14 28 09.82,+23 11 34.5,11.24,5.75,M0,0.7829999999999999
70751,14 28 09.85,+06 32 43.9,11.88,-6.81,A2,
70770,14 28 26.63,+18 10 43.4,10.53,3.46,F5,0.494
70771,14 28 28.14,+73 03 06.7,10.26,-4.01,,0.32899999999999996
70778,14 28 30.81,-50 36 14.0,10.23,10.12,G5,0.897
70806,14 28 49.92,+04 25 17.1,10.23,4.64,F8,0.591
70834,14 29 08.09,+58 53 22.0,10.38,1.02,K0,0.833
70840,14 29 10.25,-50 11 20.3,10.34,5.2,G0,0.62
70843,14 29 13.42,+17 31 56.4,10.52,8.72,G0,0.56
70845,14 29 16.28,+00 18 17.4,10.93,13.25,,0.8
70849,14 29 18.60,-46 27 48.0,10.36,41.71,K5,1.4269999999999998
70852,14 29 20.12,-45 17 40.5,10.22,1.87,F2,0.423
70858,14 29 23.09,-79 44 57.9,11.29,3.42,,0.643
70865,14 29 30.34,+15 31 46.1,10.67,70.06,M3,1.4709999999999999
70877,14 29 39.07,-70 07 20.1,10.08,0.31,B2III,0.09
70878,14 29 41.23,-70 07 30.9,10.3,,,
70880,14 29 43.22,+35 28 04.8,10.22,8.63,,0.659
70888,14 29 46.58,-18 00 19.8,10.08,3.15,F5V,0.42100000000000004
70890,14 29 47.75,-62 40 52.9,11.01,772.33,M5Ve,1.807
70908,14 30 01.89,-29 54 28.9,11.26,-1.23,,
70909,14 30 02.76,+06 38 39.8,11.27,-2.63,G0,0.636
70916,14 30 08.69,+21 48 55.0,10.46,4.89,F8,0.574
70921,14 30 10.74,+32 24 25.4,10.14,-0.67,F8,0.44299999999999995
70924,14 30 14.39,-46 56 58.3,10.15,31.38,K5/M0V,1.185
70928,14 30 19.09,+09 15 19.1,10.69,7.02,G0,0.639
70938,14 30 35.15,+51 34 21.6,10.76,0.06,K,1.147
70940,14 30 35.80,-60 52 18.0,10.15,2.82,,
70942,14 30 38.41,-74 45 29.7,10.24,-1.68,B5V,-0.01
70958,14 30 50.19,-08 39 27.6,12.43,,,1.376
70968,14 30 57.40,+27 12 02.4,10.46,6.86,G5,0.6709999999999999
70970,14 31 00.63,-43 50 59.4,11.78,14.98,F8/G0V,0.639
70974,14 31 01.24,-76 34 53.7,11.16,-1.02,Mp,1.83
70975,14 31 01.40,-12 17 42.5,11.92,89.76,M4,1.591
70981,14 31 05.61,+08 31 03.0,10.23,7.43,F8,0.444
70983,14 31 06.88,+00 37 57.9,11.44,6.14,G0,0.65
70986,14 31 10.63,+04 57 46.7,10.58,2.97,F8,0.486
70992,14 31 12.65,+70 47 38.9,10.27,5.73,F5,0.48200000000000004
70995,14 31 13.46,+13 11 17.2,10.6,13.72,F8,0.574
71004,14 31 18.38,+26 24 42.7,10.11,3.24,F8,0.429
71009,14 31 22.36,+33 20 34.9,10.84,7.54,G0,0.5870000000000001
71021,14 31 31.25,-00 42 16.3,11.16,14.02,K5V,0.98
71022,14 31 31.30,+10 14 13.9,10.06,7.94,G0,0.809
71026,14 31 35.49,+14 35 46.2,10.23,1.82,F5,0.542
71035,14 31 40.91,-52 10 50.2,10.49,2.51,F8,0.6890000000000001
71088,14 32 16.22,+14 50 01.9,10.82,1.48,F8,0.574
71096,14 32 21.51,-22 39 25.5,10.04,5.21,B0,-0.251
71108,14 32 30.59,+05 46 36.6,10.65,24.95,M0,1.21
71120,14 32 37.32,-11 51 03.8,10.15,8.69,,0.762
71122,14 32 37.80,-28 15 59.9,10.7,18.97,,1.195
71135,14 32 52.46,-52 38 46.1,10.53,27.68,M1V:,1.27
71178,14 33 25.80,-34 32 37.4,10.18,9.76,G8/K0V,0.807
71185,14 33 32.60,+08 18 57.9,10.2,1.05,F8,0.635
71186,14 33 33.21,+31 45 16.6,10.57,0.77,F0,0.24100000000000002
71187,14 33 33.75,-49 10 18.2,10.36,-1.37,F5,0.485
71188,14 33 34.09,-09 55 50.8,10.54,25.74,,1.26
71195,14 33 38.49,-02 31 51.2,10.96,12.95,K5V,1.101
71204,14 33 42.62,+62 40 10.5,10.5,2.12,G5,0.924
71208,14 33 45.86,-00 56 50.2,10.3,12.51,F8,0.58
71228,14 33 47.47,-61 24 28.1,11.37,,,0.47
71221,14 33 52.00,+36 52 14.6,10.3,17.68,,0.9329999999999999
71224,14 33 53.41,+46 03 21.8,10.22,4.71,G5,0.684
71244,14 34 11.44,-33 11 19.5,10.04,4.61,G3/G5V,0.667
71247,14 34 13.79,+12 34 55.4,10.78,21.9,K:...,1.095
71253,14 34 17.02,-12 31 15.6,11.32,163.51,M4,1.633
71260,14 34 25.26,+11 39 00.2,10.4,5.36,G0,0.612
71272,14 34 33.57,-43 33 05.2,10.74,16.94,K2,1.084
71301,14 34 54.16,+67 43 24.8,10.06,5.96,F8,0.574
71313,14 34 59.78,-66 01 49.6,10.31,0.41,A0,0.424
71318,14 35 01.66,+05 00 44.1,10.1,3.42,G0,0.6
71320,14 35 04.92,-73 31 56.6,10.21,-2.75,B1III,-0.136
71328,14 35 11.46,-50 43 24.6,10.02,2.18,G5,1.08
71339,14 35 21.19,+21 09 08.6,11.0,1.68,F8,0.574
71361,14 35 36.59,+75 52 28.6,10.2,3.36,F0,0.361
71363,14 35 39.71,+00 00 07.0,11.7,14.01,,
71373,14 35 46.46,+01 03 06.8,10.17,7.3,F8,0.59
71375,14 35 46.83,-11 24 12.2,10.02,1.37,K0,0.985
71389,14 35 53.47,+30 06 41.1,12.44,6.38,,0.01
71412,14 36 13.74,+39 16 37.7,10.39,5.05,G0,0.506
71418,14 36 18.81,+34 13 03.7,11.08,9.43,,0.634
71438,14 36 32.07,+05 53 11.7,10.69,0.55,G0,0.48
71445,14 36 40.63,-32 45 42.3,10.63,-0.34,Gp,0.885
71449,14 36 42.50,+12 09 56.4,10.06,16.15,G5,0.625
71454,14 36 44.86,+31 20 26.2,10.46,5.95,,0.599
71459,14 36 49.55,+09 17 52.7,10.33,5.07,G0,0.768
71464,14 36 54.80,-30 13 04.1,12.17,-2.99,R,
71478,14 37 03.54,+34 52 09.0,10.1,8.67,G0,0.588
71497,14 37 18.41,+04 20 56.7,10.59,16.2,,0.955
71504,14 37 22.61,+11 02 06.5,10.77,5.95,G:,0.82
71517,14 37 34.54,+04 20 56.4,10.46,1.41,G0,0.88
71519,14 37 35.90,+29 01 49.9,10.26,4.82,F5,0.442
71532,14 37 49.90,+14 54 01.3,10.46,3.89,G5,0.46799999999999997
71533,14 37 51.11,-02 53 14.3,10.21,9.68,F5,0.488
71543,14 37 58.28,-68 05 35.3,10.05,1.24,A0V,0.099
71547,14 38 00.70,-27 40 05.2,10.24,2.35,F3V,0.505
71560,14 38 07.67,-66 07 46.6,10.37,-1.34,A2/A3III/IV,0.364
71562,14 38 08.79,+14 42 05.3,10.04,4.04,F8,0.5589999999999999
71565,14 38 11.27,+36 12 56.7,10.27,6.09,F8,0.684
71578,14 38 18.54,-50 49 35.5,10.45,1.88,F8,0.5770000000000001
71579,14 38 18.66,+09 58 16.5,10.23,2.88,G5,0.733
71592,14 38 31.25,+20 11 00.7,10.55,7.19,F8,0.574
71597,14 38 34.41,+40 48 01.2,10.19,5.14,F8,0.563
71604,14 38 39.44,+24 55 56.1,11.3,-0.98,K0,1.068
71606,14 38 42.37,+08 34 03.2,10.92,0.22,G0,0.625
71634,14 39 04.82,+00 49 39.5,10.66,2.03,G0,0.606
71636,14 39 09.69,-55 42 09.4,10.11,-7.0,,0.9309999999999999
71641,14 39 13.06,+39 33 32.1,11.5,3.63,,0.733
71662,14 39 27.57,+15 23 51.4,10.14,6.23,F8,0.573
71667,14 39 31.26,+19 25 43.5,10.11,-0.75,B5p,-0.127
71673,14 39 36.80,-01 12 27.7,10.21,16.33,,0.763
71695,14 39 58.48,+10 49 43.0,10.13,-0.35,G5,0.853
71721,14 40 15.77,+12 48 51.0,10.78,3.34,G0,0.747
71748,14 40 33.59,+31 28 54.3,11.74,18.23,K5:,1.1840000000000002
71763,14 40 44.20,-63 34 44.7,10.09,1.53,B4V,0.079
71766,14 40 45.54,+17 54 07.7,13.61,-0.82,A0,-0.042
71796,14 41 09.13,+35 47 12.7,10.44,17.33,K2,0.9540000000000001
71812,14 41 21.40,+28 01 32.0,10.44,2.6,F0,0.379
71821,14 41 30.98,-49 18 37.2,10.36,1.18,F5,0.521
71824,14 41 33.19,+06 27 49.6,12.03,34.89,,1.494
71831,14 41 38.33,-63 35 45.4,10.34,0.81,A1/A2III/IV,0.17600000000000002
71841,14 41 44.73,-42 41 02.7,10.7,1.24,Kp,
71852,14 41 51.10,-63 49 09.4,10.61,3.23,A,0.385
71863,14 41 57.41,+14 27 13.9,10.13,3.68,G0,0.5820000000000001
71878,14 42 07.10,+49 07 36.3,10.17,-0.53,G0,0.534
71898,14 42 22.01,+66 03 21.2,10.88,101.34,M3,1.615
71904,14 42 26.42,+19 30 14.2,10.08,38.62,M0,1.34
71913,14 42 33.04,-38 57 08.8,10.53,0.35,A2II/III,0.152
71917,14 42 35.20,+22 43 47.5,10.72,5.38,G0,0.604
71919,14 42 35.36,-74 51 49.1,10.17,-1.75,,0.04
71922,14 42 36.35,-32 43 34.6,11.94,-26.03,Fp,
71936,14 42 46.00,-30 01 21.4,10.77,8.47,,0.797
71971,14 43 12.05,+06 57 29.3,10.62,5.46,F8,0.59
71979,14 43 18.50,+05 49 39.8,10.44,11.38,G6V,0.7140000000000001
71983,14 43 20.09,+09 29 28.8,10.36,3.77,F5,0.41
71988,14 43 22.00,-65 16 50.9,10.07,3.71,A7V,0.35100000000000003
71998,14 43 26.71,+09 29 37.3,10.23,0.74,F8,0.55
72004,14 43 32.53,+53 03 54.6,10.58,1.4,K0,0.74
72023,14 43 56.45,-11 52 27.8,11.53,5.64,,0.625
72025,14 43 59.62,+07 22 14.7,10.39,1.88,F8,0.67
72031,14 44 03.78,+12 33 40.9,10.01,3.62,F5,0.402
72038,14 44 08.89,-34 09 17.1,10.11,5.73,F2V,0.44299999999999995
72054,14 44 16.96,-29 41 34.5,10.23,12.26,G5,0.6629999999999999
72101,14 44 57.58,+74 53 30.4,10.47,2.3,F8,0.466
72108,14 45 00.26,-42 55 02.5,10.46,7.56,G5,0.564
72111,14 45 00.90,+47 59 01.2,10.34,-0.08,K0,1.114
72112,14 45 03.21,-46 58 26.2,10.15,2.36,F2,0.366
72115,14 45 05.95,+41 01 44.6,11.51,-0.52,F5,0.268
72129,14 45 16.69,+67 51 28.6,10.32,4.56,F8,0.43200000000000005
72132,14 45 17.30,+40 06 07.0,10.29,5.42,G0,0.5760000000000001
72145,14 45 23.88,+36 03 08.0,10.33,17.4,,1.079
72147,14 45 24.84,+31 19 40.7,11.03,-2.4,F5,0.494
72148,14 45 25.42,-20 18 56.8,10.14,4.25,F3V,0.44299999999999995
72151,14 45 28.23,+57 37 13.8,10.18,11.96,K2,0.753
72179,14 45 48.92,+03 45 02.9,10.43,4.1,F8,0.6
72189,14 45 56.86,+46 39 24.9,10.14,7.03,F8,0.563
72191,14 45 57.50,+47 22 52.8,10.6,15.58,K5,0.9159999999999999
72231,14 46 19.49,-39 04 24.3,10.1,-1.92,,1.0659999999999998
72234,14 46 20.13,+14 45 52.2,10.57,5.39,F5,0.494
72246,14 46 27.92,-49 33 16.1,10.34,10.21,G5,0.797
72252,14 46 30.07,-27 53 06.4,10.67,3.91,F8,0.55
72256,14 46 33.02,+28 53 49.0,10.82,6.95,K2,1.228
72259,14 46 35.23,-24 44 21.4,10.09,6.09,F8,0.55
72261,14 46 37.11,+42 27 56.5,11.05,17.89,,
72267,14 46 43.83,-45 24 07.1,10.15,16.21,K0,0.8109999999999999
72281,14 46 52.35,-53 20 57.9,10.86,3.26,M1V:,1.84
72282,14 46 52.74,+15 22 43.2,10.1,1.8,F8,0.506
72284,14 46 56.86,-29 24 11.7,10.56,4.29,F8,0.588
72287,14 47 00.15,+17 05 09.9,12.0,30.11,M:,2.4
72289,14 47 01.17,+18 30 21.9,10.65,11.66,K0,0.909
72300,14 47 05.79,+39 19 01.6,10.39,5.22,M2e-M6e,1.5
72302,14 47 05.97,-42 53 44.9,10.26,-3.99,B2II-III,0.05
72304,14 47 08.74,+05 08 22.0,10.28,8.48,F8,0.6659999999999999
72327,14 47 24.19,-47 02 46.6,10.2,2.18,F5,0.539
72333,14 47 28.83,-07 07 15.0,10.61,13.44,K3,0.9329999999999999
72342,14 47 35.28,+16 50 43.9,10.61,1.38,F2,0.22
72344,14 47 36.39,-75 59 01.8,10.3,6.35,,0.1
72363,14 47 47.43,+26 11 55.3,10.4,7.38,F5,0.37200000000000005
72384,14 48 00.96,+11 26 32.6,10.27,6.58,F8,0.56
72386,14 48 01.08,-51 34 33.7,10.42,2.36,G0,0.6509999999999999
72389,14 48 02.86,+56 09 33.2,10.04,10.01,G5,0.787
72390,14 48 03.42,-63 18 50.0,10.36,0.6,A1IV/V,0.19
72399,14 48 09.77,-36 47 02.0,10.02,29.64,K3/K4V,1.087
72400,14 48 10.67,-36 47 00.5,10.7,32.58,,
72405,14 48 18.14,-20 30 45.7,10.53,4.93,F6V,0.569
72430,14 48 35.60,+07 43 51.6,10.1,7.16,G0,0.336
72436,14 48 42.63,-38 04 14.6,11.67,2.44,,0.44
72444,14 48 50.08,-71 19 42.0,12.09,0.48,F2,
72451,14 48 56.65,+31 14 13.0,10.43,4.68,F5,0.43799999999999994
72460,14 49 02.24,-54 27 45.9,10.35,0.13,A0V,0.14
72463,14 49 03.97,+40 57 38.0,10.52,19.55,K4,1.4469999999999998
72470,14 49 07.01,+70 31 33.9,10.64,21.81,K5,1.5519999999999998
72476,14 49 09.50,-42 14 36.1,12.67,6.19,,
72477,14 49 09.67,-42 14 20.2,10.14,6.19,G0,0.526
72504,14 49 28.27,+45 16 50.1,10.7,13.18,K5,1.11
72509,14 49 32.69,-26 06 40.2,12.07,221.8,M,1.524
72511,14 49 33.51,-26 06 21.7,11.72,235.24,M,1.48
72517,14 49 36.38,-51 31 15.1,10.17,4.7,F2,0.599
72523,14 49 41.23,+15 35 12.7,10.71,5.86,G5,0.602
72542,14 49 52.00,-63 11 28.0,10.33,1.99,A8III,0.287
